"Date","Price","Open","High","Low","Vol.","Change %"
"11/18/2024","90478.7","89843.3","92567.1","89410.4","150.47K","0.72%"
"11/19/2024","92239.2","90482.1","93918.5","90378.7","146.04K","1.95%"
"11/20/2024","94303.9","92252.6","94836.1","91517.4","121.46K","2.24%"
"11/21/2024","98374.5","94308.7","98937.2","94063.8","179.07K","4.32%"
"11/22/2024","98929.7","98381.2","99617.4","97182.2","132.23K","0.56%"
"11/23/2024","97699.0","98927.2","98927.2","97180.9","72.17K","-1.24%"
"11/24/2024","97935.2","97696.4","98552.6","95765.4","77.04K","0.24%"
"11/25/2024","93064.4","97948.8","98872.4","92875.3","124.98K","-4.97%"
"11/26/2024","91977.6","93046.5","94978.8","90817.2","131.88K","-1.17%"
"11/27/2024","95886.6","91975.5","97219.8","91795.5","106.39K","4.25%"
"11/28/2024","95645.5","95881.4","96549.0","94648.8","68.17K","-0.25%"
"11/29/2024","97438.0","95645.6","98599.8","95405.7","76.54K","1.87%"
"11/30/2024","96405.7","97438.5","97461.9","96119.6","36.92K","-1.06%"
"12/01/2024","97201.4","96404.7","97813.9","95721.8","42.90K","0.83%"
